,phrase,id,annotation,timestamp
444,Damascus,volks_0595,+,2019-11-26 17:24:02.930152
445,Darwin,volks_0519,-,2019-11-26 17:24:19.153803
446,David,teleg_0505,-,2019-11-26 17:24:21.317854
447,David,leeuw_0132,-,2019-11-26 17:24:22.540253
448,David,trouw_0070,-,2019-11-26 17:24:23.650565
449,David,volks_0306,-,2019-11-26 17:24:24.984190
450,David,trouw_0386,-,2019-11-26 17:24:26.147893
451,Davidson,volks_0301,-,2019-11-26 17:24:28.045344
452,Davidson,teleg_0294,-,2019-11-26 17:24:29.679851
453,Davidson,teleg_0265,-,2019-11-26 17:24:30.866710
454,Davidson,leeuw_0215,-,2019-11-26 17:24:31.972066
455,Davidson,volks_0595,-,2019-11-26 17:24:33.269229
456,Davis,volks_0450,-,2019-11-26 17:24:35.452648
457,Davis,volks_0488,-,2019-11-26 17:24:37.622124
458,Davis,trouw_0484,-,2019-11-26 17:24:38.826490
459,Davis,volks_0278,-,2019-11-26 17:24:40.018109
460,Davis,trouw_0357,-,2019-11-26 17:24:41.503511
461,Davos,trouw_0234,+,2019-11-26 17:24:47.951342
462,Davos,teleg_0038,+,2019-11-26 17:24:50.239872
463,Davos,trouw_0319,+,2019-11-26 17:24:51.950804
464,Davos,trouw_0200,+,2019-11-26 17:24:53.771558
465,Davos,volks_0448,+,2019-11-26 17:24:55.322427
466,Dayton,trouw_0090,+,2019-11-26 17:26:06.083156
467,Delaware,teleg_0009,+,2019-11-26 17:26:26.986264
468,Delhi,trouw_0459,+,2019-11-26 17:26:32.918875
469,Delhi,trouw_0485,-,2019-11-26 17:26:39.430895
470,Delhi,volks_0395,+,2019-11-26 17:26:41.410730
471,Delta,volks_0395,-,2019-11-26 17:27:08.743685
472,Delta,teleg_0302,-,2019-11-26 17:27:10.442337
473,Delta,leeuw_0083,-,2019-11-26 17:27:11.857989
474,Delta,teleg_0337,-,2019-11-26 17:27:13.562205
475,Delta,leeuw_0162,-,2019-11-26 17:27:14.976859
476,Dent,volks_0309,-,2019-11-26 17:27:18.524298
477,Dent,volks_0303,-,2019-11-26 17:27:20.344517
478,Dent,volks_0322,-,2019-11-26 17:27:22.400061
479,Denver,volks_0411,-,2019-11-26 17:27:26.433669
480,Denver,trouw_0200,-,2019-11-26 17:27:28.160380
481,Detroit,teleg_0385,+,2019-11-26 17:27:32.267263
482,Deva,volks_0478,-,2019-11-26 17:27:35.229730
483,Dickson,teleg_0374,-,2019-11-26 17:27:37.991978
484,Dickson,volks_0270,-,2019-11-26 17:27:40.325276
485,Dingli,trouw_0200,-,2019-11-26 17:27:44.114504
486,Divo,volks_0247,-,2019-11-26 17:27:47.477144
487,Dixon,volks_0265,-,2019-11-26 17:27:50.049598
488,Dolores,volks_0524,-,2019-11-26 17:27:53.575126
489,Dome,leeuw_0173,-,2019-11-26 17:27:56.182081
490,Donetsk,volks_0106,+,2019-11-26 17:28:02.147635
491,Donetsk,volks_0168,+,2019-11-26 17:28:03.889843
492,Dongfeng,trouw_0074,+,2019-11-26 17:28:14.092555
493,Donna,volks_0236,-,2019-11-26 17:28:16.926693
494,Doornik,volks_0325,-,2019-11-26 17:28:19.460068
495,Dortmund,volks_0106,+,2019-11-26 17:28:22.159488
496,Douane,volks_0044,-,2019-11-26 17:28:24.992510
497,Douane,leeuw_0132,-,2019-11-26 17:28:26.463424
498,Douane,leeuw_0030,-,2019-11-26 17:28:28.807579
499,Douane,leeuw_0179,-,2019-11-26 17:28:30.306614
500,Douane,volks_0405,-,2019-11-26 17:28:32.188084
501,Douglas,teleg_0249,-,2019-11-26 17:28:35.042078
502,Douglas,teleg_0158,-,2019-11-26 17:28:36.926030
503,Douglas,volks_0169,-,2019-11-26 17:28:38.990888
504,Douglas,teleg_0110,-,2019-11-26 17:28:40.477105
505,Douglas,teleg_0223,-,2019-11-26 17:28:43.689697
506,Draper,volks_0028,-,2019-11-26 17:28:46.914436
507,Dresden,volks_0476,+,2019-11-26 17:28:49.863673
508,Dresden,teleg_0405,+,2019-11-26 17:28:51.667529
509,Dubai,teleg_0009,+,2019-11-26 17:28:54.133439
510,Dubai,teleg_0268,+,2019-11-26 17:28:55.892402
511,Dubai,volks_0010,+,2019-11-26 17:28:58.449115
512,Dubai,volks_0395,+,2019-11-26 17:29:00.058364
513,Dubai,volks_0018,+,2019-11-26 17:29:02.368348
514,Dublin,volks_0550,+,2019-11-26 17:30:35.658142
515,Dublin,teleg_0276,+,2019-11-26 17:30:37.375480
516,Dublin,volks_0331,+,2019-11-26 17:30:51.614540
517,Dublin,volks_0116,+,2019-11-26 17:30:53.215493
518,Dublin,teleg_0480,+,2019-11-26 17:30:55.634967
519,Duda,trouw_0122,-,2019-11-26 17:30:59.196317
520,Duda,teleg_0076,-,2019-11-26 17:31:01.270542
521,Duda,volks_0482,-,2019-11-26 17:31:03.726571
522,Duncan,teleg_0159,-,2019-11-26 17:31:07.767651
523,Duncan,leeuw_0043,-,2019-11-26 17:31:09.224304
524,Duncan,trouw_0129,-,2019-11-26 17:31:11.158963
525,Duncan,volks_0151,-,2019-11-26 17:31:15.766416
526,Duncan,teleg_0070,-,2019-11-26 17:31:17.307893
527,Dunkirk,volks_0384,+,2019-11-26 17:31:24.643273
528,Dunkirk,volks_0398,+,2019-11-26 17:31:34.608825
529,Durham,trouw_0270,-,2019-11-26 17:31:46.528672
530,Durham,volks_0208,-,2019-11-26 17:31:48.857588
531,Economy,teleg_0239,-,2019-11-26 17:32:05.529746
532,Economy,volks_0402,-,2019-11-26 17:32:07.593318
533,Eden,volks_0595,-,2019-11-26 17:32:11.016640
534,Edwards,leeuw_0041,-,2019-11-26 17:32:16.149519
535,Eisen,trouw_0404,-,2019-11-26 17:32:24.594446
536,El Dorado,volks_0325,-,2019-11-26 17:32:38.809539
537,Elgin,volks_0309,-,2019-11-26 17:32:42.925927
538,Elgin,volks_0405,-,2019-11-26 17:32:44.851540
539,Elgin,teleg_0420,-,2019-11-26 17:32:46.977390
540,Eliot,volks_0358,-,2019-11-26 17:32:49.598649
541,Eliot,volks_0283,-,2019-11-26 17:32:51.554983
542,Elizabeth,teleg_0097,-,2019-11-26 17:32:53.767567
543,Elizabeth,volks_0470,-,2019-11-26 17:33:00.438350
544,Elizabeth,teleg_0003,-,2019-11-26 17:33:02.032238
545,Elizabeth,volks_0411,-,2019-11-26 17:33:10.781455
546,Elizabeth,trouw_0342,-,2019-11-26 17:33:12.181334
547,Elon,trouw_0084,-,2019-11-26 17:33:15.396043
548,Elon,volks_0131,-,2019-11-26 17:33:42.528100
549,Ende,volks_0216,-,2019-11-26 17:33:44.755289
550,Enid,teleg_0000,-,2019-11-26 17:33:47.179418
551,Enid,teleg_0344,-,2019-11-26 17:33:48.707385
552,Enid,trouw_0174,-,2019-11-26 17:33:50.120720
553,Enid,volks_0088,-,2019-11-26 17:33:51.668534
554,Ennis,teleg_0381,-,2019-11-26 17:33:54.376072
555,Ennis,teleg_0380,-,2019-11-26 17:34:00.112435
556,Enoch,volks_0239,-,2019-11-26 17:34:03.702925
557,Enoch,volks_0582,-,2019-11-26 17:34:49.983670
558,Enoch,volks_0270,-,2019-11-26 17:35:00.883386
559,Essaouira,trouw_0297,+,2019-11-26 17:35:06.051532
560,Essex,volks_0076,-,2019-11-26 17:36:09.847027
561,Essex,volks_0519,-,2019-11-26 17:36:17.146330
562,Eten,volks_0053,-,2019-11-26 17:36:19.963893
563,Eten,volks_0546,-,2019-11-26 17:36:22.046979
564,Eu,volks_0098,-,2019-11-26 17:36:27.267055
565,Fallon,trouw_0436,-,2019-11-26 17:36:29.691233
566,Fallon,volks_0509,-,2019-11-26 17:36:32.784313
567,Fallon,leeuw_0256,-,2019-11-26 17:36:34.879490
568,Fallon,trouw_0426,-,2019-11-26 17:36:36.259382
569,Fallon,trouw_0238,-,2019-11-26 17:36:37.499390
570,Farah,leeuw_0038,-,2019-11-26 17:36:39.785069
571,Farah,leeuw_0039,-,2019-11-26 17:36:41.921459
572,Federal,teleg_0433,-,2019-11-26 17:36:44.474757
573,Federal,teleg_0044,-,2019-11-26 17:36:45.994196
574,Federal,teleg_0313,-,2019-11-26 17:36:52.825788
575,Federal,leeuw_0242,-,2019-11-26 17:36:54.241748
576,Federal,trouw_0033,-,2019-11-26 17:36:55.877330
577,Ferguson,trouw_0201,+,2019-11-26 17:36:59.818854
578,Ferguson,trouw_0098,-,2019-11-26 17:37:02.261682
579,Ferguson,volks_0398,-,2019-11-26 17:37:04.146988
580,Ferguson,teleg_0038,-,2019-11-26 17:37:05.661361
581,Ferguson,volks_0487,-,2019-11-26 17:37:21.191730
582,Fez,leeuw_0145,+,2019-11-26 17:37:24.390674
583,Fife,volks_0303,-,2019-11-26 17:37:32.587587
584,Fife,volks_0150,-,2019-11-26 17:37:39.075881
585,Fitzgerald,trouw_0452,-,2019-11-26 17:37:42.198866
586,Fitzgerald,trouw_0297,-,2019-11-26 17:37:43.742772
587,Flensburg,leeuw_0139,+,2019-11-26 17:38:03.062167
588,Fletcher,leeuw_0080,-,2019-11-26 17:38:06.995840
589,Flint,volks_0102,-,2019-11-26 17:38:10.988935
590,Florence,volks_0474,+,2019-11-26 17:38:16.556352
591,Florence,trouw_0420,+,2019-11-26 17:38:18.364151
592,Florence,trouw_0003,-,2019-11-26 17:38:21.621741
593,Florence,teleg_0406,+,2019-11-26 17:38:25.866753
594,Florence,teleg_0403,+,2019-11-26 17:38:27.826031
595,Florida,volks_0200,+,2019-11-26 17:38:31.461600
596,Florida,trouw_0088,+,2019-11-26 17:38:33.233809
597,Florida,volks_0358,+,2019-11-26 17:38:35.252953
598,Florida,volks_0202,+,2019-11-26 17:38:36.950092
599,Florida,volks_0097,+,2019-11-26 17:38:38.452457
600,Floris,volks_0003,-,2019-11-26 17:38:41.623168
601,Fontaine,leeuw_0251,-,2019-11-26 17:38:58.387438
602,Fords,volks_0092,-,2019-11-26 17:39:01.137800
603,Forster,trouw_0289,-,2019-11-26 17:39:03.505341
604,Forster,teleg_0008,-,2019-11-26 17:39:05.291548
605,Forster,teleg_0503,-,2019-11-26 17:39:06.738051
606,Fountain,volks_0116,-,2019-11-26 17:39:09.294527
607,Frederick,trouw_0239,-,2019-11-26 17:39:12.079969
608,Frederick,volks_0286,-,2019-11-26 17:39:14.079644
609,Fuji,volks_0415,-,2019-11-26 17:39:17.342026
610,Fukushima,trouw_0391,+,2019-11-26 17:39:20.651521
611,Fukuyama,trouw_0207,-,2019-11-26 17:39:23.949691
612,Fukuyama,trouw_0200,-,2019-11-26 17:39:25.540123
613,Fukuyama,volks_0429,-,2019-11-26 17:39:27.447545
614,Fukuyama,trouw_0151,-,2019-11-26 17:39:30.192843
615,Gardiner,volks_0104,-,2019-11-26 17:39:32.676161
616,Gardner,trouw_0250,-,2019-11-26 17:39:34.776260
617,Gary,leeuw_0147,-,2019-11-26 17:39:37.637402
618,Gary,volks_0355,-,2019-11-26 17:39:39.225221
619,Gary,leeuw_0217,-,2019-11-26 17:39:40.832414
620,Gary,volks_0309,-,2019-11-26 17:40:03.449989
621,Gary,volks_0595,-,2019-11-26 17:40:05.699749
622,Gay,trouw_0354,-,2019-11-26 17:40:08.715568
623,Gay,trouw_0048,-,2019-11-26 17:40:10.151170
624,Gdansk,volks_0168,+,2019-11-26 17:40:12.810492
625,Geel,volks_0108,-,2019-11-26 17:40:15.329135
626,Gent,volks_0479,+,2019-11-26 17:40:18.055759
627,Gent,trouw_0428,+,2019-11-26 17:40:19.820014
628,Gent,volks_0332,+,2019-11-26 17:40:21.468012
629,George,teleg_0058,-,2019-11-26 17:40:23.820251
630,George,volks_0307,-,2019-11-26 17:40:25.361492
631,George,volks_0355,-,2019-11-26 17:40:27.759669
632,George,volks_0002,-,2019-11-26 17:40:29.793161
633,George,teleg_0189,-,2019-11-26 17:40:31.356231
634,Giesen,volks_0134,-,2019-11-26 17:40:34.452604
635,Giesen,volks_0540,-,2019-11-26 17:40:35.887923
636,Gilbert,volks_0150,-,2019-11-26 17:40:38.738082
637,Gilbert,trouw_0423,-,2019-11-26 17:40:44.232027
638,Globe,volks_0325,-,2019-11-26 17:40:47.680941
639,Golden,teleg_0068,-,2019-11-26 17:40:57.582200
640,Golden,volks_0061,-,2019-11-26 17:40:59.664476
641,Golden,trouw_0031,-,2019-11-26 17:41:08.814885
642,Gordon,volks_0151,-,2019-11-26 17:41:23.191525
643,Gordon,volks_0522,-,2019-11-26 17:41:24.900252
644,Gordon,volks_0553,-,2019-11-26 17:41:26.297968
645,Gordon,leeuw_0251,-,2019-11-26 17:41:27.749820
646,Gordon,volks_0149,-,2019-11-26 17:41:29.838526
647,Gore,leeuw_0080,-,2019-11-26 17:41:35.635604
648,Gotenburg,trouw_0445,+,2019-11-26 17:41:38.627839
649,Graham,volks_0307,-,2019-11-26 17:41:45.975056
650,Graham,leeuw_0229,-,2019-11-26 17:41:48.706956
651,Graham,volks_0508,-,2019-11-26 17:41:50.369542
652,Graham,volks_0116,-,2019-11-26 17:41:52.533582
653,Graham,volks_0012,-,2019-11-26 17:41:54.207203
654,Gray,volks_0569,-,2019-11-26 17:41:57.293676
655,Gray,volks_0358,-,2019-11-26 17:41:59.446165
656,Gray,trouw_0458,-,2019-11-26 17:42:01.215017
657,Greece,volks_0031,-,2019-11-26 17:42:09.227042
658,Green,trouw_0324,-,2019-11-26 17:42:11.467549
659,Green,trouw_0156,-,2019-11-26 17:42:13.691545
660,Green,teleg_0478,-,2019-11-26 17:42:15.273915
661,Green,volks_0411,-,2019-11-26 17:42:18.121910
662,Green,volks_0313,-,2019-11-26 17:42:19.891157
663,Greenwich,volks_0584,+,2019-11-26 17:42:25.007781
664,Greenwich,volks_0577,-,2019-11-26 17:43:15.509776
665,Greenwich,leeuw_0100,-,2019-11-26 17:43:39.465587
666,Greenwich,volks_0541,-,2019-11-26 17:43:43.908724
667,Greenwich,volks_0189,-,2019-11-26 17:43:47.610092
668,Greer,volks_0358,-,2019-11-26 17:43:50.301016
669,Greer,volks_0179,-,2019-11-26 17:43:52.154716
670,Gresham,volks_0418,-,2019-11-26 17:43:55.025503
671,Grimbergen,volks_0545,-,2019-11-26 17:44:00.191830
672,Gwadar,trouw_0232,+,2019-11-26 17:44:21.073926
673,Gwadar,trouw_0459,+,2019-11-26 17:44:25.121513
674,Ha,trouw_0382,-,2019-11-26 17:44:46.304036
675,Ha,trouw_0323,-,2019-11-26 17:44:48.040389
676,Haag,volks_0024,-,2019-11-26 17:44:51.227014
677,Haag,volks_0539,-,2019-11-26 17:44:52.982245
678,Haag,trouw_0129,-,2019-11-26 17:44:55.673887
679,Haag,teleg_0128,-,2019-11-26 17:44:57.193069
680,Haag,trouw_0331,-,2019-11-26 17:44:58.979653
681,Haan,teleg_0152,-,2019-11-26 17:45:12.655193
682,Haan,teleg_0065,-,2019-11-26 17:45:14.437410
683,Haar,leeuw_0163,-,2019-11-26 17:45:30.559398
684,Haar,teleg_0216,-,2019-11-26 17:45:31.903658
685,Haar,volks_0496,-,2019-11-26 17:45:33.127020
686,Haar,volks_0515,-,2019-11-26 17:45:34.732219
687,Haar,teleg_0521,-,2019-11-26 17:45:35.863198
688,Halifax,leeuw_0146,-,2019-11-26 17:46:10.161824
689,Halifax,volks_0294,-,2019-11-26 17:46:12.928859
690,Halifax,leeuw_0147,-,2019-11-26 17:46:16.015065
691,Halifax,volks_0257,-,2019-11-26 17:46:20.634258
692,Hallam,volks_0298,-,2019-11-26 17:46:56.728868
693,Hallam,volks_0288,-,2019-11-26 17:46:58.286798
694,Ham,volks_0467,-,2019-11-26 17:47:00.685565
695,Ham,volks_0463,-,2019-11-26 17:47:02.217605
696,Ham,trouw_0108,-,2019-11-26 17:47:03.458534
697,Hamburg,volks_0365,+,2019-11-26 17:47:05.939844
698,Hamburg,volks_0388,+,2019-11-26 17:47:07.466621
699,Hamburg,teleg_0148,+,2019-11-26 17:47:08.894200
700,Hamburg,trouw_0235,+,2019-11-26 17:47:10.597722
701,Hamburg,trouw_0149,+,2019-11-26 17:47:12.901719
702,Hamilton,leeuw_0006,-,2019-11-26 17:47:15.174733
703,Hamilton,volks_0188,-,2019-11-26 17:47:16.689354
704,Hamilton,volks_0046,-,2019-11-26 17:47:18.552588
705,Hamilton,volks_0411,-,2019-11-26 17:47:20.302914
706,Hamilton,volks_0487,-,2019-11-26 17:47:21.773086
707,Hammond,volks_0559,-,2019-11-26 17:47:23.706834
708,Hammond,volks_0561,-,2019-11-26 17:47:25.252019
709,Hammond,volks_0409,-,2019-11-26 17:47:26.648044
710,Hammond,teleg_0161,-,2019-11-26 17:47:29.609842
711,Hammond,leeuw_0242,-,2019-11-26 17:47:31.137225
712,Hampshire,volks_0031,-,2019-11-26 17:47:35.038589
713,Hampstead,volks_0358,-,2019-11-26 17:48:11.271020
714,Hampstead,volks_0053,-,2019-11-26 17:48:17.194450
715,Hampstead,volks_0239,-,2019-11-26 17:48:19.673608
716,Hampstead,teleg_0380,-,2019-11-26 17:48:21.589641
717,Hampstead,teleg_0381,-,2019-11-26 17:48:22.739814
718,Hangzhou,trouw_0319,+,2019-11-26 17:48:26.514857
719,Hannover,volks_0446,+,2019-11-26 17:48:28.906203
720,Hard,teleg_0451,-,2019-11-26 17:48:31.480701
721,Hard,volks_0401,-,2019-11-26 17:48:33.135353
722,Hard,leeuw_0142,-,2019-11-26 17:48:34.672062
723,Hard,trouw_0048,-,2019-11-26 17:48:36.337299
724,Harlingen,leeuw_0128,+,2019-11-26 17:48:40.178446
725,Harlingen,leeuw_0008,+,2019-11-26 17:48:42.518998
726,Haro,volks_0360,-,2019-11-26 17:48:45.091581
727,Harper,teleg_0344,-,2019-11-26 17:48:47.548864
728,Hart,trouw_0048,-,2019-11-26 17:48:49.612292
729,Harvard,volks_0429,+,2019-11-26 17:48:52.772372
730,Harvard,volks_0448,+,2019-11-26 17:48:54.584806
731,Harvard,trouw_0090,+,2019-11-26 17:48:55.889990
732,Harvard,trouw_0496,+,2019-11-26 17:48:57.759858
733,Harvard,teleg_0002,+,2019-11-26 17:48:59.623292
734,Harvey,volks_0307,-,2019-11-26 17:49:02.037899
735,Harvey,trouw_0377,-,2019-11-26 17:49:04.385211
736,Harvey,volks_0508,-,2019-11-26 17:49:06.232417
737,Harvey,volks_0434,-,2019-11-26 17:49:08.922488
738,Hassan,volks_0010,-,2019-11-26 17:49:11.529717
739,Hasselt,leeuw_0008,+,2019-11-26 17:49:14.880970
740,Hazard,volks_0595,-,2019-11-26 17:49:17.544471
741,Heath,volks_0010,-,2019-11-26 17:49:32.196603
742,Heath,volks_0308,-,2019-11-26 17:49:33.997577
743,Heath,volks_0239,-,2019-11-26 17:49:58.864495
744,Heath,volks_0337,-,2019-11-26 17:50:00.569227
745,Heath,volks_0229,-,2019-11-26 17:50:02.223833
746,Heathrow,teleg_0073,-,2019-11-26 17:50:29.143951
747,Heathrow,volks_0285,-,2019-11-26 17:50:31.041935
748,Heathrow,volks_0393,-,2019-11-26 17:50:32.356227
749,Heathrow,volks_0395,-,2019-11-26 17:50:35.915095
750,Heathrow,teleg_0203,-,2019-11-26 17:50:38.233174
751,Heiden,trouw_0151,-,2019-11-26 17:50:40.703375
752,Heiden,trouw_0259,-,2019-11-26 17:50:42.042846
753,Helsinki,leeuw_0192,+,2019-11-26 17:50:45.052574
754,Helsinki,volks_0371,+,2019-11-26 17:50:46.600674
755,Helsinki,trouw_0445,+,2019-11-26 17:50:48.173529
756,Helsinki,teleg_0477,+,2019-11-26 17:50:49.600874
757,Helsinki,trouw_0326,+,2019-11-26 17:50:51.354679
758,Hem,volks_0179,-,2019-11-26 17:50:54.065449
759,Hem,trouw_0061,-,2019-11-26 17:50:55.426747
760,Hem,trouw_0018,-,2019-11-26 17:50:56.857554
761,Hem,volks_0148,-,2019-11-26 17:50:58.492707
762,Herat,trouw_0459,+,2019-11-26 17:51:05.143608
763,Herndon,volks_0076,-,2019-11-26 17:51:07.668197
764,Hidalgo,volks_0135,-,2019-11-26 17:51:10.233757
765,Hillsborough,volks_0103,-,2019-11-26 17:51:45.741019
766,Hilton,teleg_0268,-,2019-11-26 17:51:49.427435
767,Hilton,volks_0434,-,2019-11-26 17:51:51.048289
768,Hilton,trouw_0377,-,2019-11-26 17:51:52.592906
769,Hilton,teleg_0374,-,2019-11-26 17:51:54.389684
770,Hitachi,trouw_0368,-,2019-11-26 17:51:58.692481
771,Hitchcock,volks_0281,-,2019-11-26 17:52:03.805254
772,Hitchcock,volks_0207,-,2019-11-26 17:52:05.356769
773,Hitchcock,volks_0209,-,2019-11-26 17:52:06.999945
774,Hitchcock,volks_0205,-,2019-11-26 17:52:08.616529
775,Ho,volks_0446,-,2019-11-26 17:52:11.028601
776,Ho,volks_0580,-,2019-11-26 17:52:12.766205
777,Hof,leeuw_0239,-,2019-11-26 17:52:15.136241
778,Hof,leeuw_0200,-,2019-11-26 17:52:16.343442
779,Hof,volks_0564,-,2019-11-26 17:52:18.112723
780,Hof,volks_0172,-,2019-11-26 17:52:19.947174
781,Hof,trouw_0241,-,2019-11-26 17:52:21.788207
782,Holly,volks_0076,-,2019-11-26 17:52:24.691479
783,Hollywood,teleg_0494,+,2019-11-26 17:52:27.566949
784,Hollywood,leeuw_0178,+,2019-11-26 17:52:29.073730
785,Hollywood,volks_0061,+,2019-11-26 17:52:30.619161
786,Hollywood,volks_0508,+,2019-11-26 17:52:32.800750
787,Hollywood,trouw_0031,+,2019-11-26 17:52:35.725164
788,Holon,volks_0053,+,2019-11-26 17:52:39.377443
789,Homs,volks_0595,+,2019-11-26 17:52:41.581132
790,Homs,volks_0202,+,2019-11-26 17:52:43.185292
791,Honda,volks_0535,-,2019-11-26 17:53:15.743633
792,Honda,trouw_0431,-,2019-11-26 17:53:17.781013
793,Hong Kong,teleg_0068,+,2019-11-26 17:53:20.616878
794,Hong Kong,teleg_0305,+,2019-11-26 17:53:21.896392
795,Hope,volks_0387,-,2019-11-26 17:53:26.452209
796,Hope,trouw_0373,-,2019-11-26 17:53:28.448202
797,Hope,volks_0076,-,2019-11-26 17:53:30.580731
798,Hopkins,volks_0512,-,2019-11-26 17:53:33.002235
799,Hopkins,volks_0009,-,2019-11-26 17:53:34.352744
800,Hopkins,trouw_0061,-,2019-11-26 17:53:35.627515
801,Horst,teleg_0405,-,2019-11-26 17:53:38.841784
802,Houston,trouw_0083,+,2019-11-26 17:53:47.553292
803,Houston,trouw_0377,+,2019-11-26 17:53:49.434195
804,Howard,leeuw_0104,-,2019-11-26 17:53:53.241639
805,Howard,teleg_0173,-,2019-11-26 17:53:54.722049
806,Howard,trouw_0176,-,2019-11-26 17:53:56.304190
807,Howard,leeuw_0099,-,2019-11-26 17:53:58.146377
808,Howard,teleg_0176,-,2019-11-26 17:53:59.624124
809,Hudson,volks_0546,-,2019-11-26 17:54:11.958669
810,Hugo,trouw_0063,-,2019-11-26 17:54:14.376853
811,Hugo,volks_0436,-,2019-11-26 17:54:15.983674
812,Hugo,volks_0050,-,2019-11-26 17:54:18.792514
813,Hugo,volks_0416,-,2019-11-26 17:54:20.977075
814,Hugo,volks_0580,-,2019-11-26 17:54:23.170470
815,Hull,trouw_0494,-,2019-11-26 17:58:14.160232
816,Hull,volks_0449,-,2019-11-26 17:58:16.622522
817,Humboldt,teleg_0346,?,2019-11-26 17:59:02.249587
818,Humboldt,teleg_0405,-,2019-11-26 17:59:09.249960
819,Hurricane,trouw_0297,-,2019-11-26 17:59:26.610304
820,Hyde Park,teleg_0381,-,2019-11-26 17:59:55.303479
821,Hyde Park,teleg_0380,-,2019-11-26 17:59:57.452049
822,Hyde Park,trouw_0035,-,2019-11-26 17:59:59.709959
823,Hyde Park,volks_0430,-,2019-11-26 18:00:01.570545
824,Ieper,teleg_0338,+,2019-11-26 18:00:05.698180
825,Imperial,volks_0196,-,2019-11-26 18:00:08.390555
826,Imperial,trouw_0178,-,2019-11-26 18:00:10.074921
827,Imperial,volks_0281,-,2019-11-26 18:00:11.743869
828,Independence,leeuw_0217,-,2019-11-26 18:00:14.186982
829,Independence,volks_0411,-,2019-11-26 18:00:15.837015
830,Independence,trouw_0273,-,2019-11-26 18:00:19.705668
831,Independence,volks_0405,-,2019-11-26 18:00:22.289267
832,Indiana,volks_0098,-,2019-11-26 18:00:29.241898
833,Irvine,trouw_0078,-,2019-11-26 18:02:23.363452
834,Irving,volks_0554,-,2019-11-26 18:02:25.626607
835,Isabel,trouw_0075,-,2019-11-26 18:02:28.314538
836,Islamabad,trouw_0459,+,2019-11-26 18:02:31.340426
837,Islamabad,leeuw_0147,+,2019-11-26 18:02:33.183792
838,Istanbul,trouw_0161,+,2019-11-26 18:02:35.803955
839,Istanbul,teleg_0143,+,2019-11-26 18:02:37.344043
840,Istanbul,trouw_0113,+,2019-11-26 18:02:38.830340
841,Istanbul,trouw_0497,+,2019-11-26 18:02:40.572727
842,Istanbul,volks_0085,+,2019-11-26 18:02:42.140345
843,Jackson,volks_0377,-,2019-11-26 18:02:45.091293
844,Jackson,trouw_0230,-,2019-11-26 18:02:46.741806
845,Jackson,leeuw_0041,-,2019-11-26 18:02:48.980877
846,Jacksonville,volks_0333,+,2019-11-26 18:02:56.763782
847,Jakarta,volks_0472,+,2019-11-26 18:02:59.156669
848,Jakarta,volks_0003,+,2019-11-26 18:03:01.265334
849,Jasper,teleg_0359,-,2019-11-26 18:03:03.599005
850,Jefferson,volks_0408,-,2019-11-26 18:03:06.660584
851,Jena,trouw_0496,+,2019-11-26 18:03:12.897130
852,Jerome,teleg_0453,-,2019-11-26 18:03:15.888540
853,Jeruzalem,volks_0053,-,2019-11-26 18:03:19.492211
854,Jeruzalem,leeuw_0251,+,2019-11-26 18:03:21.042113
855,Jeruzalem,volks_0567,+,2019-11-26 18:03:23.088608
856,Jeruzalem,volks_0482,+,2019-11-26 18:03:24.631229
857,Jeruzalem,volks_0568,+,2019-11-26 18:03:27.644390
858,Johannesburg,volks_0395,+,2019-11-26 18:03:30.365889
859,Johannesburg,leeuw_0196,+,2019-11-26 18:03:33.190203
860,Jones,volks_0344,-,2019-11-26 18:03:36.947939
861,Jones,trouw_0354,-,2019-11-26 18:03:38.750583
862,Jones,volks_0283,-,2019-11-26 18:03:41.069662
863,Jones,teleg_0009,-,2019-11-26 18:03:43.017328
864,Jones,teleg_0306,-,2019-11-26 18:03:45.189577
865,Jordan,volks_0272,-,2019-11-26 18:03:48.183137
866,Jos,volks_0198,-,2019-11-26 18:03:50.494055
867,Jos,teleg_0198,-,2019-11-26 18:03:52.038937
868,Jos,trouw_0048,-,2019-11-26 18:03:53.690646
869,Jos,trouw_0097,-,2019-11-26 18:03:55.393064
870,Jos,teleg_0011,-,2019-11-26 18:03:56.776808
871,Joshua,volks_0384,-,2019-11-26 20:49:25.310924
872,Joshua,volks_0546,-,2019-11-26 20:49:26.892316
873,Joshua,teleg_0305,-,2019-11-26 20:49:28.403157
874,Juli,volks_0585,-,2019-11-26 20:49:30.507755
875,Justice,volks_0333,-,2019-11-26 20:49:32.526386
876,Justice,volks_0131,-,2019-11-26 20:49:33.988551
877,Kaapstad,volks_0189,+,2019-11-26 20:49:37.480151
878,Kaboel,trouw_0459,+,2019-11-26 20:49:39.818294
879,Kaliningrad,trouw_0313,+,2019-11-26 20:49:42.192582
880,Kaliningrad,trouw_0322,+,2019-11-26 20:49:45.813178
881,Kandahar,trouw_0459,+,2019-11-26 20:49:49.233856
882,Kant,teleg_0068,-,2019-11-26 20:49:51.845133
883,Kant,teleg_0011,-,2019-11-26 20:49:53.909201
884,Kanye,volks_0448,-,2019-11-26 20:49:56.737704
885,Karachi,trouw_0459,+,2019-11-26 20:49:59.374402
886,Kassel,leeuw_0157,+,2019-11-26 20:50:03.136999
887,Kati,trouw_0193,-,2019-11-26 20:50:05.968762
